primary_type,district,latitude,longitude,date
MOTOR VEHICLE THEFT,24,42.016934214,-87.681650985,2010-07-03 14:30:00 +0000 UTC
ROBBERY,24,41.993619424,-87.661156238,2003-10-21 20:30:00 +0000 UTC
OTHER OFFENSE,25,41.928165697,-87.780732566,2009-10-24 18:20:00 +0000 UTC
THEFT,25,41.909614875,-87.747016581,2008-11-02 14:30:00 +0000 UTC
CRIMINAL DAMAGE,25,41.904419341,-87.729930964,2006-10-31 15:00:00 +0000 UTC
PROSTITUTION,25,41.917145711,-87.728102583,2005-06-09 05:10:00 +0000 UTC
CRIMINAL DAMAGE,2,41.819133138,-87.613637729,2022-07-21 09:00:00 +0000 UTC
MOTOR VEHICLE THEFT,2,41.81231282,-87.624542644,2023-11-03 00:30:00 +0000 UTC
BATTERY,2,41.814322906,-87.622972448,2009-03-14 17:43:54 +0000 UTC
PROSTITUTION,2,41.814601851,-87.626373588,2001-11-20 20:07:02 +0000 UTC
THEFT,2,41.807101267,-87.586402447,2023-12-04 09:00:00 +0000 UTC
DECEPTIVE PRACTICE,2,41.801675412,-87.630700434,2016-08-06 03:18:00 +0000 UTC
THEFT,3,41.781617685,-87.610830908,2007-06-18 19:00:00 +0000 UTC
BATTERY,3,41.772234484,-87.618652994,2012-11-24 12:20:00 +0000 UTC
ASSAULT,3,41.764766614,-87.582410772,2005-07-06 19:30:00 +0000 UTC
THEFT,3,41.773085006,-87.568335406,2016-03-11 14:45:00 +0000 UTC
CRIMINAL DAMAGE,3,41.768931976,-87.569847378,2013-06-23 03:00:00 +0000 UTC
ASSAULT,3,41.766229936,-87.577899706,2021-09-01 12:44:00 +0000 UTC
THEFT,3,41.765349762,-87.571363393,2008-01-21 18:50:00 +0000 UTC
MOTOR VEHICLE THEFT,3,41.761576526,-87.578038592,2006-06-05 00:30:00 +0000 UTC
MOTOR VEHICLE THEFT,3,41.760104086,-87.562115767,2016-02-17 08:20:00 +0000 UTC
THEFT,4,41.751430158,-87.591409248,2012-12-30 15:35:00 +0000 UTC
THEFT,4,41.748951821,-87.587135546,2023-02-16 12:30:00 +0000 UTC
MOTOR VEHICLE THEFT,4,41.745283551,-87.595342286,2022-11-07 12:00:00 +0000 UTC
ROBBERY,4,41.744075786,-87.596154939,2006-08-29 19:00:00 +0000 UTC
BATTERY,4,41.741796417,-87.580670487,2014-05-13 23:50:00 +0000 UTC
NARCOTICS,4,41.725311976,-87.58665452,2013-01-24 18:37:00 +0000 UTC
ASSAULT,4,41.75799435,-87.570017351,2023-02-18 09:40:00 +0000 UTC
MOTOR VEHICLE THEFT,4,41.756476999,-87.565113203,2018-04-11 00:15:00 +0000 UTC
OFFENSE INVOLVING CHILDREN,4,41.756019218,-87.552569709,2001-07-15 11:00:00 +0000 UTC
ASSAULT,4,41.735102296,-87.551379554,2008-03-29 15:15:00 +0000 UTC
NARCOTICS,4,41.745605936,-87.558848425,2010-10-23 21:08:00 +0000 UTC
INTERFERENCE WITH PUBLIC OFFICER,4,41.742128365,-87.562440834,2014-04-19 13:23:00 +0000 UTC
CRIMINAL DAMAGE,4,41.736809989,-87.548669533,2006-08-19 00:00:00 +0000 UTC
THEFT,4,41.722488542,-87.573745499,2004-10-19 15:30:00 +0000 UTC
CRIMINAL DAMAGE,4,41.720076088,-87.552426208,2025-02-27 14:30:00 +0000 UTC
THEFT,4,41.654507825,-87.539891803,2007-11-23 21:00:00 +0000 UTC
CRIMINAL DAMAGE,4,41.650910321,-87.545925786,2014-11-26 17:15:00 +0000 UTC
DECEPTIVE PRACTICE,5,41.710375252,-87.613848646,2007-04-06 00:00:00 +0000 UTC
BATTERY,5,41.695693983,-87.612236432,2024-04-13 20:00:00 +0000 UTC
BURGLARY,5,41.680909277,-87.623984094,2011-01-01 09:30:00 +0000 UTC
CRIMINAL DAMAGE,5,41.68220549,-87.622794737,2024-09-10 12:27:00 +0000 UTC
NARCOTICS,5,41.661171853,-87.640156699,2012-05-30 21:20:00 +0000 UTC
CRIMINAL DAMAGE,5,41.674720657,-87.620413624,2013-03-08 10:05:00 +0000 UTC
OTHER OFFENSE,5,41.680349924,-87.622730953,2016-04-21 17:40:00 +0000 UTC
NARCOTICS,6,41.751689457,-87.665903469,2002-11-11 13:50:00 +0000 UTC
ROBBERY,6,41.750359245,-87.607637789,2024-11-20 20:30:00 +0000 UTC
BATTERY,6,41.746961306,-87.600211497,2014-10-20 16:55:00 +0000 UTC
BURGLARY,6,41.745246262,-87.606280915,2004-06-05 14:30:00 +0000 UTC
THEFT,6,41.746634877,-87.612377582,2007-10-21 18:00:00 +0000 UTC
THEFT,6,41.741094349,-87.609794042,2015-04-09 22:15:00 +0000 UTC
BATTERY,7,41.782538127,-87.641322308,2025-03-04 20:25:00 +0000 UTC
WEAPONS VIOLATION,7,41.786891,-87.632790609,2024-06-10 13:15:00 +0000 UTC
BATTERY,7,41.773600901,-87.628385732,2021-01-19 16:40:00 +0000 UTC
BATTERY,7,41.770088172,-87.646962176,2004-11-04 03:05:15 +0000 UTC
BATTERY,7,41.765232135,-87.642611634,2011-06-26 02:30:00 +0000 UTC
BATTERY,7,41.761330166,-87.659785135,2012-04-09 19:30:00 +0000 UTC
NARCOTICS,7,41.765774779,-87.672344521,2004-11-03 23:10:00 +0000 UTC
BURGLARY,8,41.784449254,-87.80120721,2002-10-20 17:00:00 +0000 UTC
ROBBERY,8,41.808745799,-87.72361831,2007-10-18 04:00:00 +0000 UTC
BATTERY,8,41.780537043,-87.718943287,2003-04-16 13:40:24 +0000 UTC
THEFT,8,41.773549851,-87.699704766,2015-06-17 18:00:00 +0000 UTC
CRIMINAL DAMAGE,8,41.767762701,-87.68944283,2003-05-29 14:10:00 +0000 UTC
CRIMINAL DAMAGE,8,41.769551413,-87.679622648,2007-10-03 21:00:00 +0000 UTC
CRIMINAL DAMAGE,8,41.774348958,-87.740947361,2005-10-28 07:00:00 +0000 UTC
SEX OFFENSE,9,41.797396373,-87.690565556,2007-06-28 07:57:00 +0000 UTC
MOTOR VEHICLE THEFT,9,41.814872852,-87.69318247,2002-01-12 17:30:00 +0000 UTC
OTHER OFFENSE,9,41.811084846,-87.697963102,2018-07-25 11:30:00 +0000 UTC
OTHER OFFENSE,9,41.806282112,-87.669767936,2009-05-12 12:00:00 +0000 UTC
BATTERY,9,41.798902694,-87.659857602,2008-07-17 01:37:59 +0000 UTC
OTHER OFFENSE,9,41.804103811,-87.660914464,2010-03-21 22:12:00 +0000 UTC
PUBLIC PEACE VIOLATION,9,41.797286045,-87.659812184,2013-05-03 13:00:00 +0000 UTC
CRIMINAL DAMAGE,10,41.859998755,-87.727430351,2018-08-04 09:29:00 +0000 UTC
ASSAULT,10,41.85066351,-87.731221902,2009-08-12 00:15:00 +0000 UTC
ASSAULT,10,41.858307458,-87.720034875,2021-02-26 20:56:00 +0000 UTC
BATTERY,10,41.839974557,-87.728081682,2017-04-06 23:00:00 +0000 UTC
CRIMINAL DAMAGE,11,41.897155588,-87.745856003,2002-04-14 02:15:00 +0000 UTC
ASSAULT,11,41.87686027,-87.743934237,2009-10-08 13:40:00 +0000 UTC
CRIMINAL DAMAGE,11,41.878743645,-87.736124908,2014-06-12 20:30:00 +0000 UTC
NARCOTICS,11,,,2022-03-13 10:42:00 +0000 UTC
ASSAULT,11,41.885653609,-87.706255257,2004-12-17 06:30:00 +0000 UTC
THEFT,11,41.868043424,-87.720940449,2020-02-07 14:20:00 +0000 UTC
THEFT,12,41.883939409,-87.68323193,2013-11-22 04:00:00 +0000 UTC
ASSAULT,12,41.865132942,-87.662687356,2003-01-07 20:00:00 +0000 UTC
CRIMINAL TRESPASS,12,41.862047217,-87.65593916,2004-07-11 18:33:19 +0000 UTC
BURGLARY,12,41.901141931,-87.69279905,2004-10-08 09:00:00 +0000 UTC
OTHER OFFENSE,12,41.894367359,-87.659869336,2003-11-05 02:30:00 +0000 UTC
MOTOR VEHICLE THEFT,14,41.930520339,-87.695026255,2001-07-18 08:00:00 +0000 UTC
BATTERY,14,41.923281045,-87.698982434,2004-02-23 09:25:00 +0000 UTC
NARCOTICS,14,41.908462488,-87.690154271,2007-04-01 11:45:00 +0000 UTC
THEFT,14,41.907109594,-87.674665093,2002-05-31 23:00:00 +0000 UTC
BURGLARY,14,41.916088557,-87.669395892,2012-08-25 00:00:00 +0000 UTC
DECEPTIVE PRACTICE,14,41.910921406,-87.684802492,2006-06-15 01:51:00 +0000 UTC
THEFT,15,41.882984279,-87.773314816,2002-06-04 12:00:00 +0000 UTC
CRIMINAL DAMAGE,15,41.878440567,-87.774599297,2012-10-03 17:30:00 +0000 UTC
NARCOTICS,15,41.880367915,-87.755370011,2005-05-01 18:00:00 +0000 UTC
DECEPTIVE PRACTICE,15,41.887285256,-87.761216733,2015-02-15 00:01:00 +0000 UTC
NARCOTICS,15,41.888933115,-87.756541496,2005-12-07 15:53:38 +0000 UTC
INTERFERENCE WITH PUBLIC OFFICER,15,41.884778515,-87.75767323,2005-03-06 15:50:04 +0000 UTC
BATTERY,15,41.88491307,-87.752784094,2006-07-18 01:58:04 +0000 UTC
NARCOTICS,15,41.875845626,-87.747832052,2017-05-27 21:40:00 +0000 UTC
MOTOR VEHICLE THEFT,16,41.944308984,-87.802034024,2023-09-08 09:00:00 +0000 UTC
THEFT,17,41.987265542,-87.716183423,2001-05-25 11:00:00 +0000 UTC
OTHER OFFENSE,17,41.972676523,-87.736789058,2007-08-06 00:00:00 +0000 UTC
ASSAULT,17,41.961438803,-87.727841701,2023-10-25 18:45:00 +0000 UTC
BURGLARY,17,41.95565469,-87.71458778,2012-11-07 10:00:00 +0000 UTC
MOTOR VEHICLE THEFT,17,41.961904923,-87.714387596,2011-11-26 22:00:00 +0000 UTC
MOTOR VEHICLE THEFT,17,41.944713936,-87.743342773,2004-03-04 00:05:00 +0000 UTC
DECEPTIVE PRACTICE,17,41.943226627,-87.735924186,2012-06-26 12:00:00 +0000 UTC
ASSAULT,17,41.949110485,-87.715235563,2011-04-23 23:30:00 +0000 UTC
BATTERY,17,41.946221444,-87.708253555,2004-03-24 15:35:00 +0000 UTC
CRIMINAL DAMAGE,18,41.917084635,-87.654365398,2009-08-01 23:30:00 +0000 UTC
CRIMINAL DAMAGE,18,41.9250486,-87.667998494,2001-05-01 22:50:00 +0000 UTC
CRIMINAL TRESPASS,18,41.908430535,-87.638509526,2006-07-17 14:55:00 +0000 UTC
THEFT,18,41.909800222,-87.651841553,2014-10-20 07:00:00 +0000 UTC
MOTOR VEHICLE THEFT,18,41.903113054,-87.643199348,2009-06-15 05:00:00 +0000 UTC
OTHER OFFENSE,18,41.907961862,-87.648198442,2024-05-28 11:28:00 +0000 UTC
BATTERY,18,41.893962515,-87.636176148,2006-05-20 02:44:00 +0000 UTC
ASSAULT,18,41.894824927,-87.631788635,2020-05-25 01:22:00 +0000 UTC
BATTERY,18,41.899250923,-87.62145895,2018-09-22 12:14:00 +0000 UTC
DECEPTIVE PRACTICE,18,41.88946287,-87.624222942,2019-07-14 12:00:00 +0000 UTC
BATTERY,19,41.940499266,-87.677181158,2007-05-24 22:46:17 +0000 UTC
THEFT,19,41.92721538,-87.652354443,2013-08-18 19:00:00 +0000 UTC
THEFT,19,41.93859561,-87.649576033,2022-12-15 16:19:00 +0000 UTC
BURGLARY,19,41.926064929,-87.640780274,2015-05-28 16:10:00 +0000 UTC
THEFT,19,41.932782967,-87.64583438,2018-03-31 15:00:00 +0000 UTC
BATTERY,20,41.981908516,-87.690614642,2016-01-25 18:45:00 +0000 UTC
MOTOR VEHICLE THEFT,20,41.990488792,-87.69144794,2004-09-26 13:45:00 +0000 UTC
BATTERY,1,41.842709067,-87.626890005,2004-08-08 04:30:00 +0000 UTC
OTHER OFFENSE,2,41.815834954,-87.59939353,2002-10-01 06:00:00 +0000 UTC
BATTERY,2,41.802371694,-87.605888548,2001-09-16 03:45:00 +0000 UTC
THEFT,2,41.800301343,-87.596662467,2006-08-02 10:00:00 +0000 UTC
THEFT,2,41.803667488,-87.590528166,2009-02-06 16:00:00 +0000 UTC
BURGLARY,22,41.67847127,-87.673092227,2011-06-16 12:10:00 +0000 UTC
BATTERY,22,41.709340261,-87.662320437,2015-11-14 15:00:00 +0000 UTC
THEFT,22,41.720733991,-87.66267078,2012-08-08 18:30:00 +0000 UTC
OTHER OFFENSE,22,41.727955267,-87.662837464,2021-04-24 10:00:00 +0000 UTC
NARCOTICS,22,41.708183607,-87.65137856,2015-03-27 09:20:00 +0000 UTC
ASSAULT,19,41.966029543,-87.658865072,2010-11-19 07:57:00 +0000 UTC
NARCOTICS,19,41.941776912,-87.651548937,2010-01-30 20:53:00 +0000 UTC
BURGLARY,24,42.009960735,-87.6868993,2009-09-03 01:00:00 +0000 UTC
CRIMINAL TRESPASS,24,41.993968174,-87.700296875,2002-11-29 20:10:00 +0000 UTC
CRIMINAL DAMAGE,24,42.002623005,-87.671528597,2002-05-20 22:00:00 +0000 UTC
THEFT,24,41.992850491,-87.672402345,2014-08-08 13:00:00 +0000 UTC
BATTERY,25,41.933780135,-87.777269865,2013-12-12 12:15:00 +0000 UTC
BATTERY,25,41.920434991,-87.757786441,2003-06-13 11:15:00 +0000 UTC
BATTERY,25,41.9277169,-87.752627681,2001-10-29 13:18:39 +0000 UTC
CRIMINAL DAMAGE,25,41.938854238,-87.744793466,2002-08-09 00:01:00 +0000 UTC
MOTOR VEHICLE THEFT,25,41.937731824,-87.720656406,2004-06-16 01:00:00 +0000 UTC
BATTERY,25,41.928108718,-87.727546962,2002-01-19 12:20:00 +0000 UTC
BATTERY,25,41.909407901,-87.763135333,2008-06-29 09:45:00 +0000 UTC
THEFT,25,41.910068092,-87.761795863,2005-08-14 23:00:00 +0000 UTC
THEFT,25,41.903084038,-87.762354063,2013-02-13 14:00:00 +0000 UTC
CRIMINAL DAMAGE,25,41.902259195,-87.754911824,2009-01-20 20:05:00 +0000 UTC
MOTOR VEHICLE THEFT,25,41.904351902,-87.734347128,2017-04-03 08:14:00 +0000 UTC
DECEPTIVE PRACTICE,1,41.87813609,-87.632055653,2009-04-23 00:01:00 +0000 UTC
THEFT,1,41.880555673,-87.620774171,2013-07-17 18:15:00 +0000 UTC
THEFT,1,41.873826051,-87.625982,2014-02-12 10:00:00 +0000 UTC
CRIMINAL TRESPASS,1,41.875679322,-87.62657476,2003-03-26 00:39:19 +0000 UTC
CRIMINAL TRESPASS,1,41.866342973,-87.621618551,2022-03-02 14:37:00 +0000 UTC
CRIMINAL DAMAGE,1,41.842997175,-87.6233233,2024-09-18 12:00:00 +0000 UTC
NARCOTICS,2,41.83088543,-87.627563079,2001-02-26 13:35:47 +0000 UTC
BATTERY,2,41.821454881,-87.611028943,2020-08-31 12:44:00 +0000 UTC
ASSAULT,2,41.812244589,-87.604430616,2012-12-02 17:30:00 +0000 UTC
DECEPTIVE PRACTICE,2,41.809580666,-87.602392034,2014-05-17 21:45:00 +0000 UTC
CRIMINAL DAMAGE,2,41.805369255,-87.604284816,2018-04-16 18:00:00 +0000 UTC
CRIMINAL DAMAGE,2,41.803153058,-87.607504496,2010-10-11 08:30:00 +0000 UTC
CRIMINAL DAMAGE,3,41.776150283,-87.615522623,2012-04-20 00:01:00 +0000 UTC
NARCOTICS,3,41.782219767,-87.606651678,2005-04-07 17:30:00 +0000 UTC
BATTERY,3,41.774214482,-87.5903182,2013-05-20 00:05:00 +0000 UTC
ROBBERY,3,41.765618973,-87.619694123,2006-09-01 23:00:00 +0000 UTC
NARCOTICS,3,41.770171207,-87.621817495,2005-02-11 21:10:00 +0000 UTC
ASSAULT,3,41.76876266,-87.588790189,2016-01-25 14:45:00 +0000 UTC
DECEPTIVE PRACTICE,3,41.773109884,-87.586294711,2012-09-07 16:00:00 +0000 UTC
ROBBERY,3,41.76590397,-87.572584799,2025-02-28 15:00:00 +0000 UTC
ASSAULT,4,41.734619304,-87.586865478,2019-08-28 01:00:00 +0000 UTC
DECEPTIVE PRACTICE,4,41.728603781,-87.59493608,2023-07-02 08:00:00 +0000 UTC
THEFT,4,41.753100803,-87.558468809,2012-02-09 05:00:00 +0000 UTC
PROSTITUTION,4,41.757611327,-87.552631043,2004-09-24 14:29:00 +0000 UTC
PROSTITUTION,4,41.758528879,-87.556010177,2019-04-20 21:49:00 +0000 UTC
BATTERY,4,41.743330403,-87.546655412,2010-07-19 19:00:00 +0000 UTC
BATTERY,4,41.709446645,-87.564530754,2009-02-01 23:28:02 +0000 UTC
ROBBERY,5,41.710706171,-87.598059895,2016-11-27 17:00:00 +0000 UTC
MOTOR VEHICLE THEFT,5,41.716311802,-87.603065244,2022-08-03 18:00:00 +0000 UTC
CRIMINAL DAMAGE,5,41.721237281,-87.6262294,2008-12-22 07:00:00 +0000 UTC
PUBLIC PEACE VIOLATION,5,41.70004858,-87.610821925,2003-07-10 11:20:00 +0000 UTC
THEFT,5,41.695982095,-87.596653142,2025-04-14 15:02:00 +0000 UTC
OTHER OFFENSE,5,41.695583299,-87.612091206,2001-02-10 00:09:00 +0000 UTC
BATTERY,5,41.686197807,-87.632514802,2005-06-27 04:53:00 +0000 UTC
PUBLIC PEACE VIOLATION,5,41.677167326,-87.632250389,2018-07-02 17:01:00 +0000 UTC
BATTERY,5,41.666059523,-87.627082357,2005-11-25 06:00:00 +0000 UTC
BATTERY,5,41.685449868,-87.610564266,2021-03-17 16:33:00 +0000 UTC
WEAPONS VIOLATION,6,41.749899475,-87.663426378,2004-07-04 02:48:04 +0000 UTC
THEFT,6,41.739007888,-87.654639634,2007-07-25 13:45:00 +0000 UTC
THEFT,6,,,2006-06-22 13:45:00 +0000 UTC
ROBBERY,6,41.750815576,-87.625802269,2001-01-06 01:30:00 +0000 UTC
ASSAULT,6,41.736886394,-87.624170849,2018-04-07 20:56:00 +0000 UTC
THEFT,6,41.731118301,-87.608411262,2007-09-18 00:00:00 +0000 UTC
BATTERY,7,41.790882165,-87.632050425,2009-12-16 21:08:00 +0000 UTC
CRIMINAL DAMAGE,7,41.791551846,-87.647517989,2003-02-16 14:58:00 +0000 UTC
BATTERY,7,41.777408581,-87.636252076,2002-05-03 14:15:00 +0000 UTC
BATTERY,7,41.772016903,-87.64458443,2003-11-09 17:00:00 +0000 UTC
THEFT,7,41.760644338,-87.649144698,2014-01-13 02:20:00 +0000 UTC
OTHER OFFENSE,7,41.767842217,-87.644482458,2007-02-16 04:25:00 +0000 UTC
OTHER OFFENSE,7,41.762100405,-87.654037137,2007-08-02 12:45:00 +0000 UTC
BATTERY,7,41.759030974,-87.66363196,2017-11-26 00:25:00 +0000 UTC
MOTOR VEHICLE THEFT,7,41.763886981,-87.666220593,2015-07-26 01:30:00 +0000 UTC
MOTOR VEHICLE THEFT,7,41.764591787,-87.663779403,2012-02-24 13:00:00 +0000 UTC
ASSAULT,8,41.794462581,-87.770558224,2007-10-12 21:40:00 +0000 UTC
THEFT,8,41.788987036,-87.74147999,2016-08-02 07:30:00 +0000 UTC
CRIMINAL DAMAGE,8,41.788987036,-87.74147999,2006-04-26 14:00:00 +0000 UTC
DECEPTIVE PRACTICE,8,41.79290166,-87.751396529,2016-12-30 10:30:00 +0000 UTC
THEFT,8,41.800464977,-87.723370404,2013-06-28 13:00:00 +0000 UTC
THEFT,8,41.801092764,-87.725836399,2009-02-03 21:30:00 +0000 UTC
THEFT,8,41.786078311,-87.713932974,2014-09-29 19:00:00 +0000 UTC
THEFT,8,41.785248099,-87.709104619,2020-02-24 06:00:00 +0000 UTC
BATTERY,8,41.763904446,-87.700349493,2002-07-06 23:35:00 +0000 UTC
ASSAULT,8,41.764631126,-87.687428793,2009-09-16 22:52:37 +0000 UTC
MOTOR VEHICLE THEFT,8,41.754592961,-87.741528537,2005-03-19 11:00:00 +0000 UTC
OTHER OFFENSE,8,41.735980285,-87.732396862,2010-03-24 00:00:00 +0000 UTC
THEFT,8,41.746115153,-87.681571743,2018-06-10 12:15:00 +0000 UTC
CRIMINAL DAMAGE,9,41.807823894,-87.675884855,2006-01-01 15:00:00 +0000 UTC
OTHER OFFENSE,9,41.796319417,-87.674370497,2007-10-08 10:30:00 +0000 UTC
OTHER OFFENSE,9,41.822147539,-87.684796562,2012-09-02 16:46:00 +0000 UTC
GAMBLING,9,41.796881935,-87.663447077,2011-10-07 16:09:00 +0000 UTC
BATTERY,9,41.802618226,-87.658883441,2001-12-15 10:00:00 +0000 UTC
BATTERY,10,41.865638273,-87.716616622,2005-11-19 10:00:00 +0000 UTC
CRIMINAL DAMAGE,10,41.858065739,-87.710305805,2002-12-05 14:39:41 +0000 UTC
OTHER OFFENSE,10,41.864635412,-87.715370706,2023-05-10 02:30:00 +0000 UTC
BATTERY,10,41.843795034,-87.724533469,2007-12-23 05:00:00 +0000 UTC
THEFT,10,41.843281635,-87.695171094,2017-08-27 17:00:00 +0000 UTC
BATTERY,11,41.900155706,-87.731150217,2011-12-15 15:00:00 +0000 UTC
BATTERY,11,41.899705887,-87.721332258,2020-06-06 09:35:00 +0000 UTC
OTHER OFFENSE,11,41.898266917,-87.723726189,2005-09-10 08:30:00 +0000 UTC
BATTERY,11,41.878743129,-87.736025768,2002-02-20 15:30:00 +0000 UTC
BATTERY,11,41.88454759,-87.737154204,2023-02-08 20:35:00 +0000 UTC
THEFT,11,41.885487535,-87.726422045,2021-12-09 08:30:00 +0000 UTC
BATTERY,11,41.87841698,-87.732947998,2008-12-04 19:00:00 +0000 UTC
ROBBERY,11,41.877369643,-87.701415852,2020-04-11 09:00:00 +0000 UTC
CRIMINAL DAMAGE,11,41.878513783,-87.687564805,2007-12-19 00:00:00 +0000 UTC
CRIMINAL DAMAGE,11,41.877402355,-87.68951845,2001-08-27 08:00:00 +0000 UTC
MOTOR VEHICLE THEFT,11,41.874221033,-87.736108264,2002-08-04 17:00:00 +0000 UTC
PROSTITUTION,11,41.870212627,-87.73893594,2018-12-14 15:24:00 +0000 UTC
BATTERY,11,41.872236412,-87.728144582,2009-09-24 18:50:00 +0000 UTC
THEFT,11,41.873907046,-87.725430093,2008-03-12 07:00:00 +0000 UTC
WEAPONS VIOLATION,11,41.871025414,-87.699510379,2009-01-27 08:15:00 +0000 UTC
BATTERY,12,41.871179595,-87.655391142,2009-04-18 00:45:00 +0000 UTC
ASSAULT,12,41.857509563,-87.661306034,2009-07-10 13:28:00 +0000 UTC
MOTOR VEHICLE THEFT,12,41.857846812,-87.66313424,2011-05-06 20:30:00 +0000 UTC
CRIMINAL DAMAGE,12,41.879086132,-87.686376648,2020-12-12 19:00:00 +0000 UTC
BURGLARY,12,41.859096449,-87.657684607,2018-10-20 23:50:00 +0000 UTC
THEFT,12,41.89929562,-87.694870816,2006-06-14 20:00:00 +0000 UTC
NARCOTICS,12,41.882866282,-87.699408056,2003-09-19 21:40:00 +0000 UTC
OTHER OFFENSE,14,41.936389347,-87.706320799,2012-02-11 22:43:00 +0000 UTC
ROBBERY,14,41.928337177,-87.710239885,2009-12-19 04:35:00 +0000 UTC
THEFT,14,41.917024064,-87.706954976,2002-07-20 13:00:00 +0000 UTC
THEFT,14,41.909879125,-87.676686601,2010-09-22 00:00:00 +0000 UTC
THEFT,14,41.921715143,-87.668606344,2002-10-29 23:00:00 +0000 UTC
ASSAULT,14,,,2018-12-16 07:00:00 +0000 UTC
THEFT,15,41.893393279,-87.766616423,2024-06-26 19:52:00 +0000 UTC
CRIMINAL DAMAGE,15,41.889619655,-87.774960971,2008-06-07 09:00:00 +0000 UTC
NARCOTICS,15,41.89617732,-87.748285487,2006-09-01 08:32:00 +0000 UTC
THEFT,15,41.890447516,-87.748859296,2010-10-30 21:30:00 +0000 UTC
OTHER OFFENSE,15,41.884375182,-87.751154771,2009-02-14 19:43:00 +0000 UTC
BATTERY,15,41.880421366,-87.751282465,2002-12-01 03:30:00 +0000 UTC
BATTERY,16,41.978263342,-87.792671552,2024-08-26 21:50:00 +0000 UTC
CRIMINAL DAMAGE,16,41.983331676,-87.825061518,2004-03-20 21:30:00 +0000 UTC
NARCOTICS,16,41.962761005,-87.777098838,2016-01-07 23:58:00 +0000 UTC
OTHER OFFENSE,16,41.951701291,-87.787278839,2006-11-13 10:00:00 +0000 UTC
BATTERY,16,41.951407878,-87.760845869,2013-01-10 17:30:00 +0000 UTC
BURGLARY,16,41.942399814,-87.752887767,2006-04-14 17:00:00 +0000 UTC
BATTERY,16,41.976762981,-87.900983721,2020-10-24 17:04:00 +0000 UTC
ASSAULT,16,41.976762981,-87.900983721,2021-01-12 05:20:00 +0000 UTC
ASSAULT,16,41.975548611,-87.888399886,2010-02-11 06:43:00 +0000 UTC
BURGLARY,17,41.972618805,-87.733086449,2011-03-10 16:30:00 +0000 UTC
LIQUOR LAW VIOLATION,17,41.965532784,-87.716941087,2012-09-29 18:22:00 +0000 UTC
BATTERY,17,41.961994378,-87.713166035,2008-09-04 22:10:06 +0000 UTC
THEFT,17,41.939601732,-87.698629577,2010-05-08 13:30:00 +0000 UTC
BATTERY,18,41.922897216,-87.64519826,2017-04-30 01:10:00 +0000 UTC
CRIMINAL DAMAGE,18,41.904826539,-87.632953857,2020-12-04 18:15:00 +0000 UTC
CRIMINAL TRESPASS,18,41.903093846,-87.643199555,2005-10-01 17:00:00 +0000 UTC
CRIMINAL TRESPASS,18,41.898104452,-87.640402937,2005-06-11 22:36:00 +0000 UTC
THEFT,18,41.901073698,-87.63136393,2002-08-23 12:30:00 +0000 UTC
BATTERY,18,41.888757117,-87.633988801,2025-01-24 12:30:00 +0000 UTC
CRIMINAL DAMAGE,18,41.894949856,-87.62353785,2012-04-03 22:15:00 +0000 UTC
BATTERY,19,41.955365785,-87.683649901,2021-01-31 14:00:00 +0000 UTC
MOTOR VEHICLE THEFT,19,41.960349419,-87.675962781,2024-07-13 22:00:00 +0000 UTC
NARCOTICS,19,41.966323965,-87.657133759,2013-09-12 20:50:00 +0000 UTC
THEFT,19,41.959189416,-87.656267977,2012-07-21 09:00:00 +0000 UTC
ASSAULT,19,41.943560861,-87.65482706,2006-08-31 19:30:00 +0000 UTC
THEFT,19,41.930153253,-87.64892386,2011-07-18 19:00:00 +0000 UTC
BURGLARY,20,41.974324919,-87.653224534,2023-12-26 07:00:00 +0000 UTC
THEFT,20,41.973840007,-87.679339735,2011-10-15 14:45:00 +0000 UTC
OTHER OFFENSE,1,41.841904764,-87.629533842,2003-02-25 16:30:00 +0000 UTC
CRIMINAL DAMAGE,22,41.724204241,-87.642073163,2016-12-28 16:00:00 +0000 UTC
BATTERY,22,41.711714647,-87.642954141,2023-04-14 02:30:00 +0000 UTC
BURGLARY,22,41.702323779,-87.649415419,2019-08-11 05:00:00 +0000 UTC
THEFT,22,41.706857405,-87.64941498,2013-08-29 15:30:00 +0000 UTC
MOTOR VEHICLE THEFT,22,41.713765952,-87.641800445,2010-01-30 00:00:00 +0000 UTC
NARCOTICS,22,41.709806782,-87.650207755,2003-08-05 17:50:00 +0000 UTC
SEX OFFENSE,22,41.700846342,-87.634201353,2024-12-04 22:00:00 +0000 UTC
CRIMINAL TRESPASS,22,41.697469558,-87.652271698,2002-11-03 14:53:48 +0000 UTC
NARCOTICS,22,41.694597918,-87.646099383,2014-05-17 00:15:00 +0000 UTC
BATTERY,19,41.962397627,-87.6609771,2003-08-25 19:35:00 +0000 UTC
ROBBERY,24,42.007682834,-87.683942031,2018-04-30 23:26:00 +0000 UTC
THEFT,24,42.019399237,-87.675049485,2020-06-03 18:30:00 +0000 UTC
THEFT,24,42.006582982,-87.672024741,2011-11-11 09:00:00 +0000 UTC
THEFT,25,41.926287021,-87.785547998,2018-07-09 13:19:00 +0000 UTC
MOTOR VEHICLE THEFT,25,41.930586286,-87.749709438,2009-09-06 02:00:00 +0000 UTC
BATTERY,25,41.91921267,-87.746179165,2009-12-28 18:51:00 +0000 UTC
